country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Delhi,South East Delhi,2021-09-15,-9.0,13.0,-25.0,-14.0,-24.0,7.0
IN,India,Delhi,South East Delhi,2021-09-16,-17.0,3.0,-36.0,-19.0,-26.0,9.0
IN,India,Delhi,South East Delhi,2021-09-17,-6.0,19.0,-24.0,-16.0,-24.0,8.0
IN,India,Delhi,South East Delhi,2021-09-18,-8.0,12.0,-29.0,-11.0,-13.0,5.0
IN,India,Delhi,South East Delhi,2021-09-19,-10.0,13.0,-33.0,-8.0,-9.0,3.0
IN,India,Delhi,South East Delhi,2021-09-20,-8.0,10.0,-22.0,-16.0,-24.0,7.0
IN,India,Delhi,South East Delhi,2021-09-21,-10.0,11.0,-23.0,-17.0,-25.0,7.0
IN,India,Delhi,South East Delhi,2021-09-22,-11.0,8.0,-27.0,-18.0,-21.0,7.0
IN,India,Delhi,South East Delhi,2021-09-23,-12.0,8.0,-29.0,-17.0,-22.0,8.0
IN,India,Delhi,South East Delhi,2021-09-24,-10.0,12.0,-30.0,-15.0,-21.0,8.0
IN,India,Delhi,South East Delhi,2021-09-25,-10.0,9.0,-28.0,-10.0,-13.0,6.0
IN,India,Delhi,South East Delhi,2021-09-26,-9.0,13.0,-31.0,-6.0,-5.0,4.0
IN,India,Delhi,South East Delhi,2021-09-27,-8.0,10.0,-24.0,-15.0,-22.0,7.0
IN,India,Delhi,South East Delhi,2021-09-28,-8.0,13.0,-22.0,-11.0,-23.0,7.0
IN,India,Delhi,South East Delhi,2021-09-29,-9.0,9.0,-27.0,-15.0,-21.0,7.0
IN,India,Delhi,South East Delhi,2021-09-30,-9.0,11.0,-27.0,-13.0,-21.0,7.0
IN,India,Delhi,South East Delhi,2021-10-01,-6.0,18.0,-24.0,-6.0,-21.0,6.0
IN,India,Delhi,South East Delhi,2021-10-02,-23.0,-3.0,-28.0,-25.0,-56.0,13.0
IN,India,Delhi,South East Delhi,2021-10-03,-9.0,13.0,-32.0,-5.0,-4.0,3.0
IN,India,Delhi,South East Delhi,2021-10-04,-5.0,13.0,-22.0,-8.0,-21.0,5.0
IN,India,Delhi,South East Delhi,2021-10-05,-7.0,15.0,-22.0,-12.0,-22.0,6.0
IN,India,Delhi,South East Delhi,2021-10-06,-3.0,20.0,-23.0,-9.0,-21.0,6.0
IN,India,Delhi,South East Delhi,2021-10-07,-11.0,12.0,-29.0,-13.0,-21.0,7.0
IN,India,Delhi,South East Delhi,2021-10-08,-7.0,16.0,-24.0,-10.0,-19.0,6.0
IN,India,Delhi,South East Delhi,2021-10-09,-8.0,10.0,-29.0,-6.0,-14.0,5.0
IN,India,Delhi,South East Delhi,2021-10-10,-6.0,14.0,-31.0,2.0,-3.0,2.0
IN,India,Delhi,South East Delhi,2021-10-11,-3.0,14.0,-22.0,-9.0,-21.0,6.0
IN,India,Delhi,South East Delhi,2021-10-12,-2.0,21.0,-20.0,-8.0,-23.0,6.0
IN,India,Delhi,South East Delhi,2021-10-13,-6.0,19.0,-22.0,-8.0,-23.0,6.0
IN,India,Delhi,South East Delhi,2021-10-14,-3.0,22.0,-23.0,-6.0,-26.0,6.0
IN,India,Delhi,South East Delhi,2021-10-15,-6.0,15.0,-21.0,-28.0,-58.0,15.0
IN,India,Delhi,South East Delhi,2021-10-16,-11.0,6.0,-30.0,-11.0,-15.0,4.0
IN,India,Delhi,South East Delhi,2021-10-17,-18.0,-3.0,-42.0,-7.0,-5.0,3.0
IN,India,Delhi,South East Delhi,2021-10-18,-8.0,8.0,-27.0,-11.0,-25.0,7.0
IN,India,Delhi,South East Delhi,2021-10-19,-6.0,15.0,-20.0,-15.0,-34.0,8.0
IN,India,Delhi,South East Delhi,2021-10-20,-7.0,12.0,-24.0,-11.0,-24.0,6.0
IN,India,Delhi,South East Delhi,2021-10-21,-5.0,15.0,-27.0,-8.0,-20.0,6.0
IN,India,Delhi,South East Delhi,2021-10-22,-1.0,23.0,-23.0,-7.0,-18.0,6.0
IN,India,Delhi,South East Delhi,2021-10-23,-3.0,19.0,-27.0,-3.0,-10.0,4.0
IN,India,Delhi,South East Delhi,2021-10-24,-20.0,-3.0,-42.0,-12.0,-4.0,6.0
IN,India,Delhi,South East Delhi,2021-10-25,-4.0,14.0,-25.0,-10.0,-20.0,6.0
IN,India,Delhi,South East Delhi,2021-10-26,-4.0,18.0,-18.0,-6.0,-20.0,6.0
IN,India,Delhi,South East Delhi,2021-10-27,-3.0,18.0,-21.0,-7.0,-18.0,6.0
IN,India,Delhi,South East Delhi,2021-10-28,-6.0,15.0,-26.0,-10.0,-18.0,7.0
IN,India,Delhi,South East Delhi,2021-10-29,-1.0,24.0,-23.0,-6.0,-16.0,6.0
IN,India,Delhi,South East Delhi,2021-10-30,-4.0,19.0,-26.0,1.0,-5.0,3.0
IN,India,Delhi,South East Delhi,2021-10-31,-2.0,24.0,-30.0,5.0,5.0,2.0
IN,India,Delhi,South East Delhi,2021-11-01,6.0,29.0,-19.0,-5.0,-19.0,5.0
IN,India,Delhi,South East Delhi,2021-11-02,14.0,49.0,-16.0,0.0,-21.0,5.0
IN,India,Delhi,South East Delhi,2021-11-03,6.0,36.0,-20.0,-5.0,-25.0,6.0
IN,India,Delhi,South East Delhi,2021-11-04,-14.0,16.0,-32.0,-44.0,-68.0,20.0
IN,India,Delhi,South East Delhi,2021-11-05,-17.0,8.0,-33.0,-32.0,-55.0,16.0
IN,India,Delhi,South East Delhi,2021-11-06,-17.0,3.0,-29.0,-15.0,-39.0,6.0
IN,India,Delhi,South East Delhi,2021-11-07,-12.0,9.0,-34.0,1.0,-10.0,0.0
IN,India,Delhi,South East Delhi,2021-11-08,-7.0,13.0,-23.0,-4.0,-23.0,5.0
IN,India,Delhi,South East Delhi,2021-11-09,-6.0,17.0,-20.0,-7.0,-23.0,5.0
IN,India,Delhi,South East Delhi,2021-11-10,-7.0,13.0,-15.0,-11.0,-28.0,7.0
IN,India,Delhi,South East Delhi,2021-11-11,-8.0,11.0,-20.0,-8.0,-23.0,6.0
IN,India,Delhi,South East Delhi,2021-11-12,-7.0,17.0,-24.0,-5.0,-21.0,6.0
IN,India,Delhi,South East Delhi,2021-11-13,-8.0,10.0,-27.0,-2.0,-17.0,5.0
IN,India,Delhi,South East Delhi,2021-11-14,-6.0,14.0,-27.0,9.0,-6.0,1.0
IN,India,Delhi,South East Delhi,2021-11-15,-5.0,12.0,-21.0,-7.0,-24.0,5.0
IN,India,Delhi,South East Delhi,2021-11-16,-4.0,15.0,-17.0,-8.0,-25.0,6.0
IN,India,Delhi,South East Delhi,2021-11-17,-5.0,13.0,-24.0,-8.0,-23.0,6.0
IN,India,Delhi,South East Delhi,2021-11-18,-6.0,13.0,-26.0,-6.0,-23.0,6.0
IN,India,Delhi,South East Delhi,2021-11-19,-5.0,14.0,-24.0,-17.0,-38.0,9.0
IN,India,Delhi,South East Delhi,2021-11-20,-10.0,9.0,-26.0,-4.0,-14.0,4.0
IN,India,Delhi,South East Delhi,2021-11-21,-8.0,13.0,-24.0,4.0,-8.0,1.0
IN,India,Delhi,South East Delhi,2021-11-22,-5.0,13.0,-18.0,-6.0,-24.0,5.0
IN,India,Delhi,South East Delhi,2021-11-23,-4.0,16.0,-18.0,-7.0,-24.0,6.0
IN,India,Delhi,South East Delhi,2021-11-24,-6.0,12.0,-20.0,-4.0,-22.0,6.0
IN,India,Delhi,South East Delhi,2021-11-25,-6.0,13.0,-26.0,-6.0,-22.0,6.0
IN,India,Delhi,South East Delhi,2021-11-26,-5.0,18.0,-23.0,-6.0,-21.0,6.0
IN,India,Delhi,South East Delhi,2021-11-27,-8.0,11.0,-23.0,-2.0,-14.0,4.0
IN,India,Delhi,South East Delhi,2021-11-28,-7.0,14.0,-25.0,4.0,-5.0,1.0
IN,India,Delhi,South East Delhi,2021-11-29,-4.0,14.0,-18.0,-6.0,-22.0,5.0
IN,India,Delhi,South East Delhi,2021-11-30,-5.0,16.0,-16.0,-5.0,-22.0,5.0
IN,India,Delhi,South East Delhi,2021-12-01,-6.0,16.0,-17.0,-4.0,-21.0,5.0
IN,India,Delhi,South East Delhi,2021-12-02,-13.0,5.0,-32.0,-9.0,-21.0,7.0
IN,India,Delhi,South East Delhi,2021-12-03,-5.0,22.0,-22.0,-4.0,-18.0,7.0
IN,India,Delhi,South East Delhi,2021-12-04,-6.0,15.0,-22.0,0.0,-9.0,4.0
IN,India,Delhi,South East Delhi,2021-12-05,-6.0,18.0,-27.0,5.0,-4.0,2.0
IN,India,Delhi,South East Delhi,2021-12-06,-3.0,16.0,-18.0,-6.0,-20.0,5.0
IN,India,Delhi,South East Delhi,2021-12-07,-4.0,20.0,-15.0,-6.0,-19.0,5.0
IN,India,Delhi,South East Delhi,2021-12-08,-3.0,18.0,-17.0,-5.0,-17.0,5.0
IN,India,Delhi,South East Delhi,2021-12-09,-5.0,15.0,-23.0,-8.0,-17.0,6.0
IN,India,Delhi,South East Delhi,2021-12-10,-4.0,21.0,-21.0,-5.0,-15.0,6.0
IN,India,Delhi,South East Delhi,2021-12-11,-6.0,14.0,-21.0,-1.0,-11.0,4.0
IN,India,Delhi,South East Delhi,2021-12-12,-6.0,16.0,-27.0,5.0,0.0,1.0
IN,India,Delhi,South East Delhi,2021-12-13,-5.0,14.0,-20.0,-6.0,-17.0,5.0
IN,India,Delhi,South East Delhi,2021-12-14,-5.0,17.0,-19.0,-7.0,-17.0,6.0
IN,India,Delhi,South East Delhi,2021-12-15,-5.0,15.0,-20.0,-6.0,-15.0,6.0
IN,India,Delhi,South East Delhi,2021-12-16,-6.0,14.0,-27.0,-9.0,-15.0,7.0
IN,India,Delhi,South East Delhi,2021-12-17,-4.0,20.0,-24.0,-8.0,-14.0,7.0
IN,India,Delhi,South East Delhi,2021-12-18,-7.0,12.0,-28.0,-2.0,-3.0,4.0
IN,India,Delhi,South East Delhi,2021-12-19,-6.0,16.0,-29.0,2.0,2.0,3.0
IN,India,Delhi,South East Delhi,2021-12-20,-3.0,16.0,-21.0,-7.0,-14.0,6.0
IN,India,Delhi,South East Delhi,2021-12-21,-4.0,18.0,-19.0,-8.0,-15.0,6.0
IN,India,Delhi,South East Delhi,2021-12-22,-3.0,17.0,-20.0,-5.0,-14.0,6.0
IN,India,Delhi,South East Delhi,2021-12-23,-4.0,17.0,-24.0,-6.0,-14.0,7.0
IN,India,Delhi,South East Delhi,2021-12-24,1.0,27.0,-21.0,-3.0,-15.0,6.0
IN,India,Delhi,South East Delhi,2021-12-25,-6.0,9.0,-25.0,-8.0,-25.0,7.0
IN,India,Delhi,South East Delhi,2021-12-26,-15.0,1.0,-36.0,-2.0,2.0,3.0
IN,India,Delhi,South East Delhi,2021-12-27,-4.0,14.0,-20.0,-8.0,-17.0,7.0
IN,India,Delhi,South East Delhi,2021-12-28,-14.0,5.0,-29.0,-11.0,-18.0,8.0
IN,India,Delhi,South East Delhi,2021-12-29,-8.0,12.0,-22.0,-3.0,-17.0,8.0
IN,India,Delhi,South East Delhi,2021-12-30,-11.0,12.0,-28.0,-8.0,-19.0,9.0
IN,India,Delhi,South East Delhi,2021-12-31,-2.0,29.0,-21.0,-9.0,-20.0,8.0
IN,India,Delhi,South West Delhi,2021-01-01,-18.0,2.0,-43.0,-25.0,-44.0,16.0
IN,India,Delhi,South West Delhi,2021-01-02,-39.0,-12.0,-56.0,-23.0,-22.0,12.0
IN,India,Delhi,South West Delhi,2021-01-03,-40.0,-17.0,-58.0,-24.0,-14.0,9.0
IN,India,Delhi,South West Delhi,2021-01-04,-44.0,-24.0,-54.0,-25.0,-30.0,13.0
IN,India,Delhi,South West Delhi,2021-01-05,-40.0,-11.0,-54.0,-26.0,-33.0,14.0
IN,India,Delhi,South West Delhi,2021-01-06,-36.0,-9.0,-49.0,-22.0,-28.0,12.0
IN,India,Delhi,South West Delhi,2021-01-07,-32.0,-7.0,-42.0,-22.0,-27.0,13.0
IN,India,Delhi,South West Delhi,2021-01-08,-32.0,-4.0,-38.0,-21.0,-26.0,12.0
IN,India,Delhi,South West Delhi,2021-01-09,-33.0,-7.0,-40.0,-19.0,-21.0,10.0
IN,India,Delhi,South West Delhi,2021-01-10,-31.0,-5.0,-37.0,-15.0,-7.0,6.0
IN,India,Delhi,South West Delhi,2021-01-11,-35.0,-8.0,-35.0,-23.0,-29.0,12.0
IN,India,Delhi,South West Delhi,2021-01-12,-35.0,-5.0,-35.0,-24.0,-30.0,12.0
IN,India,Delhi,South West Delhi,2021-01-13,-35.0,-3.0,-39.0,-23.0,-31.0,10.0
IN,India,Delhi,South West Delhi,2021-01-14,-37.0,-16.0,-43.0,-31.0,-37.0,11.0
IN,India,Delhi,South West Delhi,2021-01-15,-38.0,-15.0,-39.0,-29.0,-34.0,10.0
IN,India,Delhi,South West Delhi,2021-01-16,-40.0,-18.0,-45.0,-25.0,-23.0,6.0
IN,India,Delhi,South West Delhi,2021-01-17,-36.0,-14.0,-41.0,-22.0,-17.0,5.0
IN,India,Delhi,South West Delhi,2021-01-18,-38.0,-15.0,-37.0,-27.0,-32.0,10.0
IN,India,Delhi,South West Delhi,2021-01-19,-39.0,-14.0,-36.0,-26.0,-33.0,10.0
IN,India,Delhi,South West Delhi,2021-01-20,-39.0,-10.0,-40.0,-25.0,-31.0,10.0
IN,India,Delhi,South West Delhi,2021-01-21,-36.0,-11.0,-38.0,-27.0,-30.0,11.0
IN,India,Delhi,South West Delhi,2021-01-22,-35.0,-9.0,-34.0,-25.0,-28.0,11.0
IN,India,Delhi,South West Delhi,2021-01-23,-36.0,-11.0,-38.0,-21.0,-21.0,8.0
IN,India,Delhi,South West Delhi,2021-01-24,-36.0,-13.0,-40.0,-25.0,-10.0,5.0
IN,India,Delhi,South West Delhi,2021-01-25,-33.0,-6.0,-31.0,-28.0,-33.0,11.0
IN,India,Delhi,South West Delhi,2021-01-26,-49.0,-28.0,-34.0,-51.0,-76.0,25.0
IN,India,Delhi,South West Delhi,2021-01-27,-39.0,-8.0,-38.0,-29.0,-30.0,10.0
IN,India,Delhi,South West Delhi,2021-01-28,-37.0,-10.0,-36.0,-26.0,-28.0,11.0
IN,India,Delhi,South West Delhi,2021-01-29,-34.0,-1.0,-31.0,-23.0,-27.0,10.0
IN,India,Delhi,South West Delhi,2021-01-30,-33.0,0.0,-36.0,-17.0,-15.0,7.0
IN,India,Delhi,South West Delhi,2021-01-31,-30.0,2.0,-30.0,-16.0,-7.0,4.0
IN,India,Delhi,South West Delhi,2021-02-01,-33.0,3.0,-27.0,-21.0,-29.0,9.0
IN,India,Delhi,South West Delhi,2021-02-02,-32.0,6.0,-26.0,-19.0,-29.0,9.0
IN,India,Delhi,South West Delhi,2021-02-03,-33.0,4.0,-33.0,-21.0,-27.0,9.0
IN,India,Delhi,South West Delhi,2021-02-04,-35.0,-6.0,-44.0,-26.0,-27.0,10.0
IN,India,Delhi,South West Delhi,2021-02-05,-29.0,9.0,-30.0,-20.0,-25.0,9.0
IN,India,Delhi,South West Delhi,2021-02-06,-30.0,5.0,-36.0,-18.0,-15.0,7.0
IN,India,Delhi,South West Delhi,2021-02-07,-24.0,8.0,-28.0,-13.0,-10.0,3.0
IN,India,Delhi,South West Delhi,2021-02-08,-30.0,6.0,-28.0,-20.0,-27.0,8.0
IN,India,Delhi,South West Delhi,2021-02-09,-29.0,10.0,-26.0,-17.0,-27.0,8.0
IN,India,Delhi,South West Delhi,2021-02-10,-30.0,10.0,-32.0,-16.0,-26.0,8.0
IN,India,Delhi,South West Delhi,2021-02-11,-28.0,5.0,-31.0,-20.0,-25.0,9.0
IN,India,Delhi,South West Delhi,2021-02-12,-26.0,8.0,-23.0,-17.0,-25.0,8.0
IN,India,Delhi,South West Delhi,2021-02-13,-26.0,4.0,-28.0,-13.0,-23.0,6.0
IN,India,Delhi,South West Delhi,2021-02-14,-16.0,10.0,-20.0,-8.0,-9.0,2.0
IN,India,Delhi,South West Delhi,2021-02-15,-25.0,6.0,-18.0,-14.0,-28.0,7.0
IN,India,Delhi,South West Delhi,2021-02-16,-22.0,6.0,-4.0,-9.0,-32.0,6.0
IN,India,Delhi,South West Delhi,2021-02-17,-29.0,3.0,-27.0,-13.0,-27.0,7.0
IN,India,Delhi,South West Delhi,2021-02-18,-27.0,1.0,-28.0,-14.0,-25.0,9.0
IN,India,Delhi,South West Delhi,2021-02-19,-26.0,6.0,-24.0,-13.0,-24.0,9.0
IN,India,Delhi,South West Delhi,2021-02-20,-27.0,2.0,-28.0,-8.0,-13.0,5.0
IN,India,Delhi,South West Delhi,2021-02-21,-23.0,5.0,-21.0,-8.0,-8.0,3.0
IN,India,Delhi,South West Delhi,2021-02-22,-28.0,2.0,-20.0,-15.0,-25.0,8.0
IN,India,Delhi,South West Delhi,2021-02-23,-29.0,5.0,-20.0,-15.0,-25.0,8.0
IN,India,Delhi,South West Delhi,2021-02-24,-30.0,5.0,-27.0,-14.0,-24.0,8.0
IN,India,Delhi,South West Delhi,2021-02-25,-26.0,3.0,-27.0,-13.0,-24.0,9.0
IN,India,Delhi,South West Delhi,2021-02-26,-24.0,7.0,-20.0,-11.0,-23.0,8.0
IN,India,Delhi,South West Delhi,2021-02-27,-27.0,2.0,-25.0,-10.0,-16.0,6.0
IN,India,Delhi,South West Delhi,2021-02-28,-21.0,9.0,-19.0,-5.0,-3.0,3.0
IN,India,Delhi,South West Delhi,2021-03-01,-26.0,6.0,-16.0,-14.0,-24.0,8.0
IN,India,Delhi,South West Delhi,2021-03-02,-25.0,9.0,-15.0,-13.0,-24.0,8.0
IN,India,Delhi,South West Delhi,2021-03-03,-27.0,9.0,-25.0,-10.0,-23.0,8.0
IN,India,Delhi,South West Delhi,2021-03-04,-24.0,5.0,-24.0,-12.0,-23.0,9.0
IN,India,Delhi,South West Delhi,2021-03-05,-23.0,11.0,-16.0,-10.0,-21.0,9.0
IN,India,Delhi,South West Delhi,2021-03-06,-24.0,6.0,-25.0,-6.0,-11.0,5.0
IN,India,Delhi,South West Delhi,2021-03-07,-20.0,11.0,-18.0,-6.0,-6.0,3.0
IN,India,Delhi,South West Delhi,2021-03-08,-25.0,7.0,-15.0,-12.0,-24.0,8.0
IN,India,Delhi,South West Delhi,2021-03-09,-26.0,6.0,-17.0,-12.0,-24.0,8.0
IN,India,Delhi,South West Delhi,2021-03-10,-24.0,16.0,-19.0,-6.0,-22.0,7.0
IN,India,Delhi,South West Delhi,2021-03-11,-27.0,8.0,-20.0,-17.0,-32.0,12.0
IN,India,Delhi,South West Delhi,2021-03-12,-25.0,9.0,-23.0,-11.0,-22.0,9.0
IN,India,Delhi,South West Delhi,2021-03-13,-23.0,8.0,-22.0,-5.0,-19.0,6.0
IN,India,Delhi,South West Delhi,2021-03-14,-21.0,9.0,-16.0,-3.0,-6.0,3.0
IN,India,Delhi,South West Delhi,2021-03-15,-22.0,8.0,-3.0,-8.0,-25.0,6.0
IN,India,Delhi,South West Delhi,2021-03-16,-27.0,7.0,-13.0,-10.0,-25.0,7.0
IN,India,Delhi,South West Delhi,2021-03-17,-29.0,8.0,-22.0,-9.0,-21.0,7.0
IN,India,Delhi,South West Delhi,2021-03-18,-26.0,8.0,-19.0,-10.0,-20.0,8.0
IN,India,Delhi,South West Delhi,2021-03-19,-24.0,12.0,-13.0,-8.0,-19.0,8.0
IN,India,Delhi,South West Delhi,2021-03-20,-25.0,7.0,-22.0,-3.0,-8.0,5.0
IN,India,Delhi,South West Delhi,2021-03-21,-22.0,11.0,-18.0,-5.0,-2.0,3.0
IN,India,Delhi,South West Delhi,2021-03-22,-26.0,9.0,-14.0,-9.0,-21.0,8.0
IN,India,Delhi,South West Delhi,2021-03-23,-27.0,10.0,-15.0,-9.0,-22.0,8.0
IN,India,Delhi,South West Delhi,2021-03-24,-26.0,9.0,-20.0,-6.0,-20.0,7.0
IN,India,Delhi,South West Delhi,2021-03-25,-24.0,9.0,-19.0,-7.0,-20.0,8.0
IN,India,Delhi,South West Delhi,2021-03-26,-21.0,16.0,-16.0,-6.0,-19.0,8.0
IN,India,Delhi,South West Delhi,2021-03-27,-21.0,12.0,-22.0,-4.0,-12.0,5.0
IN,India,Delhi,South West Delhi,2021-03-28,-26.0,12.0,-28.0,-17.0,-7.0,6.0
IN,India,Delhi,South West Delhi,2021-03-29,-61.0,-42.0,-45.0,-61.0,-84.0,30.0
IN,India,Delhi,South West Delhi,2021-03-30,-31.0,4.0,-22.0,-18.0,-29.0,9.0
IN,India,Delhi,South West Delhi,2021-03-31,-29.0,7.0,-25.0,-11.0,-23.0,7.0
IN,India,Delhi,South West Delhi,2021-04-01,-25.0,7.0,-21.0,-10.0,-22.0,9.0
IN,India,Delhi,South West Delhi,2021-04-02,-22.0,19.0,-13.0,-14.0,-38.0,13.0
IN,India,Delhi,South West Delhi,2021-04-03,-26.0,7.0,-24.0,-6.0,-11.0,6.0
IN,India,Delhi,South West Delhi,2021-04-04,-24.0,10.0,-22.0,-4.0,-5.0,4.0
IN,India,Delhi,South West Delhi,2021-04-05,-27.0,11.0,-15.0,-8.0,-22.0,8.0
IN,India,Delhi,South West Delhi,2021-04-06,-29.0,9.0,-17.0,-11.0,-23.0,9.0
IN,India,Delhi,South West Delhi,2021-04-07,-30.0,8.0,-26.0,-11.0,-23.0,9.0
IN,India,Delhi,South West Delhi,2021-04-08,-27.0,8.0,-24.0,-13.0,-22.0,10.0
IN,India,Delhi,South West Delhi,2021-04-09,-26.0,14.0,-21.0,-11.0,-22.0,10.0
IN,India,Delhi,South West Delhi,2021-04-10,-28.0,7.0,-26.0,-10.0,-20.0,9.0
IN,India,Delhi,South West Delhi,2021-04-11,-25.0,12.0,-24.0,-10.0,-7.0,6.0
IN,India,Delhi,South West Delhi,2021-04-12,-26.0,19.0,-17.0,-13.0,-26.0,11.0
IN,India,Delhi,South West Delhi,2021-04-13,-34.0,8.0,-24.0,-17.0,-31.0,13.0
IN,India,Delhi,South West Delhi,2021-04-14,-36.0,6.0,-31.0,-24.0,-43.0,16.0
IN,India,Delhi,South West Delhi,2021-04-15,-33.0,7.0,-31.0,-23.0,-31.0,14.0
IN,India,Delhi,South West Delhi,2021-04-16,-36.0,9.0,-37.0,-23.0,-33.0,15.0
IN,India,Delhi,South West Delhi,2021-04-17,-78.0,-60.0,-72.0,-60.0,-66.0,28.0
IN,India,Delhi,South West Delhi,2021-04-18,-79.0,-57.0,-71.0,-60.0,-55.0,21.0
IN,India,Delhi,South West Delhi,2021-04-19,-25.0,40.0,-24.0,-19.0,-40.0,14.0
IN,India,Delhi,South West Delhi,2021-04-20,-73.0,-43.0,-64.0,-58.0,-70.0,30.0
IN,India,Delhi,South West Delhi,2021-04-21,-71.0,-39.0,-66.0,-58.0,-73.0,31.0
IN,India,Delhi,South West Delhi,2021-04-22,-70.0,-39.0,-65.0,-58.0,-69.0,30.0
IN,India,Delhi,South West Delhi,2021-04-23,-70.0,-35.0,-61.0,-58.0,-69.0,31.0
IN,India,Delhi,South West Delhi,2021-04-24,-73.0,-46.0,-67.0,-58.0,-66.0,27.0
IN,India,Delhi,South West Delhi,2021-04-25,-74.0,-48.0,-67.0,-58.0,-53.0,19.0
IN,India,Delhi,South West Delhi,2021-04-26,-69.0,-36.0,-60.0,-59.0,-69.0,28.0
IN,India,Delhi,South West Delhi,2021-04-27,-70.0,-38.0,-61.0,-60.0,-71.0,29.0
IN,India,Delhi,South West Delhi,2021-04-28,-70.0,-36.0,-64.0,-60.0,-71.0,28.0
IN,India,Delhi,South West Delhi,2021-04-29,-70.0,-40.0,-66.0,-62.0,-71.0,30.0
IN,India,Delhi,South West Delhi,2021-04-30,-69.0,-35.0,-62.0,-60.0,-70.0,30.0
IN,India,Delhi,South West Delhi,2021-05-01,-73.0,-44.0,-68.0,-59.0,-68.0,27.0
IN,India,Delhi,South West Delhi,2021-05-02,-73.0,-46.0,-68.0,-59.0,-55.0,19.0
IN,India,Delhi,South West Delhi,2021-05-03,-70.0,-37.0,-61.0,-62.0,-72.0,30.0
IN,India,Delhi,South West Delhi,2021-05-04,-70.0,-38.0,-61.0,-62.0,-72.0,30.0
IN,India,Delhi,South West Delhi,2021-05-05,-71.0,-37.0,-65.0,-63.0,-72.0,30.0
IN,India,Delhi,South West Delhi,2021-05-06,-72.0,-45.0,-69.0,-65.0,-72.0,31.0
IN,India,Delhi,South West Delhi,2021-05-07,-69.0,-36.0,-62.0,-64.0,-70.0,31.0
IN,India,Delhi,South West Delhi,2021-05-08,-73.0,-46.0,-68.0,-62.0,-66.0,27.0
IN,India,Delhi,South West Delhi,2021-05-09,-73.0,-48.0,-68.0,-62.0,-52.0,19.0
IN,India,Delhi,South West Delhi,2021-05-10,-70.0,-40.0,-62.0,-66.0,-70.0,30.0
IN,India,Delhi,South West Delhi,2021-05-11,-70.0,-42.0,-63.0,-66.0,-70.0,30.0
IN,India,Delhi,South West Delhi,2021-05-12,-70.0,-37.0,-65.0,-65.0,-70.0,29.0
IN,India,Delhi,South West Delhi,2021-05-13,-68.0,-40.0,-65.0,-66.0,-70.0,30.0
IN,India,Delhi,South West Delhi,2021-05-14,-69.0,-38.0,-62.0,-68.0,-75.0,32.0
IN,India,Delhi,South West Delhi,2021-05-15,-71.0,-44.0,-65.0,-63.0,-62.0,25.0
IN,India,Delhi,South West Delhi,2021-05-16,-72.0,-46.0,-66.0,-63.0,-48.0,18.0
IN,India,Delhi,South West Delhi,2021-05-17,-68.0,-38.0,-58.0,-64.0,-66.0,28.0
IN,India,Delhi,South West Delhi,2021-05-18,-68.0,-39.0,-58.0,-65.0,-67.0,29.0
IN,India,Delhi,South West Delhi,2021-05-19,-79.0,-61.0,-80.0,-72.0,-69.0,30.0
IN,India,Delhi,South West Delhi,2021-05-20,-62.0,-32.0,-64.0,-65.0,-66.0,29.0
IN,India,Delhi,South West Delhi,2021-05-21,-63.0,-33.0,-63.0,-65.0,-66.0,30.0
IN,India,Delhi,South West Delhi,2021-05-22,-67.0,-40.0,-67.0,-61.0,-59.0,25.0
IN,India,Delhi,South West Delhi,2021-05-23,-67.0,-41.0,-66.0,-61.0,-44.0,17.0
IN,India,Delhi,South West Delhi,2021-05-24,-62.0,-35.0,-59.0,-63.0,-63.0,27.0
IN,India,Delhi,South West Delhi,2021-05-25,-62.0,-35.0,-58.0,-62.0,-64.0,27.0
IN,India,Delhi,South West Delhi,2021-05-26,-63.0,-34.0,-62.0,-63.0,-69.0,28.0
IN,India,Delhi,South West Delhi,2021-05-27,-60.0,-34.0,-60.0,-62.0,-62.0,27.0
IN,India,Delhi,South West Delhi,2021-05-28,-58.0,-28.0,-54.0,-61.0,-61.0,27.0
IN,India,Delhi,South West Delhi,2021-05-29,-61.0,-35.0,-60.0,-58.0,-52.0,22.0
IN,India,Delhi,South West Delhi,2021-05-30,-62.0,-37.0,-62.0,-57.0,-40.0,16.0
IN,India,Delhi,South West Delhi,2021-05-31,-54.0,-26.0,-49.0,-57.0,-56.0,24.0
IN,India,Delhi,South West Delhi,2021-06-01,-52.0,-21.0,-47.0,-53.0,-57.0,24.0
IN,India,Delhi,South West Delhi,2021-06-02,-53.0,-18.0,-51.0,-53.0,-55.0,23.0
IN,India,Delhi,South West Delhi,2021-06-03,-52.0,-24.0,-51.0,-55.0,-55.0,24.0
IN,India,Delhi,South West Delhi,2021-06-04,-54.0,-24.0,-51.0,-55.0,-53.0,24.0
IN,India,Delhi,South West Delhi,2021-06-05,-55.0,-26.0,-53.0,-50.0,-45.0,19.0
IN,India,Delhi,South West Delhi,2021-06-06,-55.0,-26.0,-53.0,-50.0,-34.0,14.0
