country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Delhi,Shahdara,2020-11-12,1.0,32.0,-55.0,-3.0,-26.0,9.0
IN,India,Delhi,Shahdara,2020-11-13,7.0,46.0,-54.0,2.0,-30.0,10.0
IN,India,Delhi,Shahdara,2020-11-14,-21.0,8.0,-58.0,-39.0,-49.0,18.0
IN,India,Delhi,Shahdara,2020-11-15,-33.0,-8.0,-64.0,-26.0,-39.0,11.0
IN,India,Delhi,Shahdara,2020-11-16,-19.0,11.0,-52.0,-20.0,-60.0,12.0
IN,India,Delhi,Shahdara,2020-11-17,-24.0,3.0,-55.0,-11.0,-34.0,9.0
IN,India,Delhi,Shahdara,2020-11-18,-24.0,4.0,-58.0,-14.0,-30.0,10.0
IN,India,Delhi,Shahdara,2020-11-19,-20.0,2.0,-60.0,-17.0,-29.0,10.0
IN,India,Delhi,Shahdara,2020-11-20,-22.0,8.0,-60.0,-22.0,-34.0,11.0
IN,India,Delhi,Shahdara,2020-11-21,-25.0,-1.0,-60.0,-23.0,-20.0,9.0
IN,India,Delhi,Shahdara,2020-11-22,-23.0,7.0,-58.0,-8.0,-13.0,6.0
IN,India,Delhi,Shahdara,2020-11-23,-24.0,5.0,-57.0,-19.0,-30.0,10.0
IN,India,Delhi,Shahdara,2020-11-24,-24.0,7.0,-55.0,-18.0,-31.0,10.0
IN,India,Delhi,Shahdara,2020-11-25,-22.0,3.0,-60.0,-22.0,-32.0,9.0
IN,India,Delhi,Shahdara,2020-11-26,-19.0,3.0,-60.0,-17.0,-30.0,9.0
IN,India,Delhi,Shahdara,2020-11-27,-20.0,7.0,-59.0,-16.0,-29.0,10.0
IN,India,Delhi,Shahdara,2020-11-28,-24.0,-1.0,-58.0,-23.0,-21.0,9.0
IN,India,Delhi,Shahdara,2020-11-29,-23.0,5.0,-57.0,-15.0,-11.0,5.0
IN,India,Delhi,Shahdara,2020-11-30,-24.0,10.0,-55.0,-29.0,-46.0,12.0
IN,India,Delhi,Shahdara,2020-12-01,-20.0,7.0,-51.0,-20.0,-31.0,9.0
IN,India,Delhi,Shahdara,2020-12-02,-22.0,4.0,-42.0,-23.0,-28.0,10.0
IN,India,Delhi,Shahdara,2020-12-03,-20.0,0.0,-44.0,-20.0,-26.0,10.0
IN,India,Delhi,Shahdara,2020-12-04,-21.0,5.0,-43.0,-23.0,-27.0,10.0
IN,India,Delhi,Shahdara,2020-12-05,-24.0,-3.0,-41.0,-23.0,-17.0,8.0
IN,India,Delhi,Shahdara,2020-12-06,-22.0,2.0,-37.0,-14.0,-11.0,5.0
IN,India,Delhi,Shahdara,2020-12-07,-23.0,4.0,-37.0,-19.0,-31.0,7.0
IN,India,Delhi,Shahdara,2020-12-08,-26.0,-1.0,-38.0,-35.0,-34.0,12.0
IN,India,Delhi,Shahdara,2020-12-09,-25.0,-3.0,-43.0,-16.0,-29.0,8.0
IN,India,Delhi,Shahdara,2020-12-10,-20.0,-2.0,-45.0,-14.0,-29.0,8.0
IN,India,Delhi,Shahdara,2020-12-11,-22.0,1.0,-48.0,-18.0,-29.0,8.0
IN,India,Delhi,Shahdara,2020-12-12,-28.0,-9.0,-51.0,-26.0,-23.0,9.0
IN,India,Delhi,Shahdara,2020-12-13,-26.0,-2.0,-44.0,-13.0,-10.0,6.0
IN,India,Delhi,Shahdara,2020-12-14,-29.0,-3.0,-45.0,-23.0,-28.0,10.0
IN,India,Delhi,Shahdara,2020-12-15,-25.0,1.0,-43.0,-19.0,-28.0,10.0
IN,India,Delhi,Shahdara,2020-12-16,-26.0,-1.0,-48.0,-21.0,-26.0,11.0
IN,India,Delhi,Shahdara,2020-12-17,-24.0,-2.0,-51.0,-23.0,-25.0,11.0
IN,India,Delhi,Shahdara,2020-12-18,-23.0,1.0,-51.0,-23.0,-25.0,12.0
IN,India,Delhi,Shahdara,2020-12-19,-26.0,-5.0,-49.0,-23.0,-16.0,10.0
IN,India,Delhi,Shahdara,2020-12-20,-25.0,3.0,-43.0,-13.0,-8.0,7.0
IN,India,Delhi,Shahdara,2020-12-21,-27.0,0.0,-44.0,-22.0,-25.0,10.0
IN,India,Delhi,Shahdara,2020-12-22,-26.0,-1.0,-44.0,-18.0,-26.0,10.0
IN,India,Delhi,Shahdara,2020-12-23,-25.0,0.0,-47.0,-21.0,-23.0,10.0
IN,India,Delhi,Shahdara,2020-12-24,-19.0,1.0,-47.0,-18.0,-24.0,10.0
IN,India,Delhi,Shahdara,2020-12-25,-10.0,8.0,-45.0,-26.0,-40.0,13.0
IN,India,Delhi,Shahdara,2020-12-26,-30.0,-10.0,-50.0,-25.0,-18.0,10.0
IN,India,Delhi,Shahdara,2020-12-27,-29.0,-4.0,-45.0,-16.0,-6.0,6.0
IN,India,Delhi,Shahdara,2020-12-28,-27.0,-1.0,-44.0,-23.0,-26.0,10.0
IN,India,Delhi,Shahdara,2020-12-29,-26.0,-3.0,-42.0,-19.0,-26.0,11.0
IN,India,Delhi,Shahdara,2020-12-30,-26.0,-3.0,-48.0,-22.0,-25.0,11.0
IN,India,Delhi,Shahdara,2020-12-31,-6.0,10.0,-47.0,-18.0,-24.0,10.0
IN,India,Delhi,South Delhi,2020-02-15,5.0,1.0,14.0,5.0,4.0,-1.0
IN,India,Delhi,South Delhi,2020-02-16,8.0,4.0,15.0,7.0,2.0,0.0
IN,India,Delhi,South Delhi,2020-02-17,3.0,0.0,20.0,4.0,1.0,0.0
IN,India,Delhi,South Delhi,2020-02-18,4.0,-2.0,15.0,3.0,2.0,0.0
IN,India,Delhi,South Delhi,2020-02-19,3.0,-1.0,18.0,-1.0,3.0,0.0
IN,India,Delhi,South Delhi,2020-02-20,6.0,1.0,13.0,3.0,3.0,0.0
IN,India,Delhi,South Delhi,2020-02-21,-1.0,-13.0,10.0,-1.0,-16.0,6.0
IN,India,Delhi,South Delhi,2020-02-22,2.0,-9.0,9.0,0.0,0.0,1.0
IN,India,Delhi,South Delhi,2020-02-23,2.0,-6.0,10.0,3.0,3.0,0.0
IN,India,Delhi,South Delhi,2020-02-24,3.0,-4.0,11.0,4.0,3.0,0.0
IN,India,Delhi,South Delhi,2020-02-25,3.0,-8.0,15.0,3.0,1.0,-1.0
IN,India,Delhi,South Delhi,2020-02-26,-2.0,-9.0,10.0,-3.0,-1.0,0.0
IN,India,Delhi,South Delhi,2020-02-27,0.0,-6.0,11.0,0.0,1.0,0.0
IN,India,Delhi,South Delhi,2020-02-28,4.0,-6.0,16.0,2.0,2.0,0.0
IN,India,Delhi,South Delhi,2020-02-29,-9.0,-17.0,-4.0,1.0,6.0,1.0
IN,India,Delhi,South Delhi,2020-03-01,2.0,-2.0,11.0,1.0,3.0,1.0
IN,India,Delhi,South Delhi,2020-03-02,1.0,-6.0,6.0,-4.0,1.0,1.0
IN,India,Delhi,South Delhi,2020-03-03,1.0,-6.0,8.0,-1.0,4.0,0.0
IN,India,Delhi,South Delhi,2020-03-04,-4.0,-3.0,6.0,-6.0,3.0,1.0
IN,India,Delhi,South Delhi,2020-03-05,-8.0,-9.0,-3.0,-5.0,3.0,1.0
IN,India,Delhi,South Delhi,2020-03-06,-15.0,-15.0,-20.0,-7.0,0.0,4.0
IN,India,Delhi,South Delhi,2020-03-07,-7.0,-7.0,-6.0,-7.0,6.0,1.0
IN,India,Delhi,South Delhi,2020-03-08,-6.0,-4.0,-5.0,-15.0,7.0,1.0
IN,India,Delhi,South Delhi,2020-03-09,-3.0,-3.0,-2.0,-26.0,-17.0,5.0
IN,India,Delhi,South Delhi,2020-03-10,-47.0,-57.0,-40.0,-71.0,-78.0,26.0
IN,India,Delhi,South Delhi,2020-03-11,-16.0,-17.0,-8.0,-21.0,-11.0,3.0
IN,India,Delhi,South Delhi,2020-03-12,-8.0,-12.0,-2.0,-11.0,-2.0,1.0
IN,India,Delhi,South Delhi,2020-03-13,-12.0,-10.0,-1.0,-17.0,-2.0,2.0
IN,India,Delhi,South Delhi,2020-03-14,-23.0,-17.0,-16.0,-26.0,-6.0,4.0
IN,India,Delhi,South Delhi,2020-03-15,-19.0,-9.0,-9.0,-24.0,1.0,2.0
IN,India,Delhi,South Delhi,2020-03-16,-14.0,-10.0,-3.0,-26.0,-5.0,3.0
IN,India,Delhi,South Delhi,2020-03-17,-16.0,-10.0,-5.0,-28.0,-8.0,3.0
IN,India,Delhi,South Delhi,2020-03-18,-21.0,-8.0,-6.0,-32.0,-12.0,5.0
IN,India,Delhi,South Delhi,2020-03-19,-23.0,-4.0,-11.0,-36.0,-15.0,6.0
IN,India,Delhi,South Delhi,2020-03-20,-34.0,-11.0,-20.0,-43.0,-23.0,10.0
IN,India,Delhi,South Delhi,2020-03-21,-50.0,-19.0,-35.0,-53.0,-29.0,11.0
IN,India,Delhi,South Delhi,2020-03-22,-87.0,-83.0,-80.0,-87.0,-68.0,21.0
IN,India,Delhi,South Delhi,2020-03-23,-74.0,-54.0,-63.0,-83.0,-74.0,29.0
IN,India,Delhi,South Delhi,2020-03-24,-81.0,-67.0,-74.0,-88.0,-82.0,33.0
IN,India,Delhi,South Delhi,2020-03-25,-88.0,-78.0,-81.0,-91.0,-85.0,36.0
IN,India,Delhi,South Delhi,2020-03-26,-87.0,-78.0,-81.0,-91.0,-85.0,37.0
IN,India,Delhi,South Delhi,2020-03-27,-88.0,-78.0,-81.0,-91.0,-85.0,38.0
IN,India,Delhi,South Delhi,2020-03-28,-88.0,-77.0,-81.0,-90.0,-80.0,32.0
IN,India,Delhi,South Delhi,2020-03-29,-88.0,-77.0,-83.0,-89.0,-68.0,22.0
IN,India,Delhi,South Delhi,2020-03-30,-86.0,-75.0,-80.0,-91.0,-83.0,36.0
IN,India,Delhi,South Delhi,2020-03-31,-85.0,-75.0,-79.0,-91.0,-83.0,35.0
IN,India,Delhi,South Delhi,2020-04-01,-87.0,-78.0,-80.0,-92.0,-84.0,36.0
IN,India,Delhi,South Delhi,2020-04-02,-86.0,-77.0,-81.0,-92.0,-85.0,38.0
IN,India,Delhi,South Delhi,2020-04-03,-86.0,-74.0,-79.0,-91.0,-83.0,37.0
IN,India,Delhi,South Delhi,2020-04-04,-87.0,-75.0,-81.0,-90.0,-78.0,32.0
IN,India,Delhi,South Delhi,2020-04-05,-87.0,-77.0,-83.0,-90.0,-66.0,22.0
IN,India,Delhi,South Delhi,2020-04-06,-86.0,-75.0,-81.0,-92.0,-84.0,37.0
IN,India,Delhi,South Delhi,2020-04-07,-86.0,-66.0,-81.0,-89.0,-83.0,35.0
IN,India,Delhi,South Delhi,2020-04-08,-87.0,-66.0,-81.0,-90.0,-83.0,36.0
IN,India,Delhi,South Delhi,2020-04-09,-87.0,-65.0,-82.0,-90.0,-84.0,37.0
IN,India,Delhi,South Delhi,2020-04-10,-88.0,-68.0,-82.0,-90.0,-85.0,39.0
IN,India,Delhi,South Delhi,2020-04-11,-89.0,-70.0,-84.0,-89.0,-80.0,33.0
IN,India,Delhi,South Delhi,2020-04-12,-90.0,-72.0,-85.0,-87.0,-68.0,23.0
IN,India,Delhi,South Delhi,2020-04-13,-88.0,-69.0,-83.0,-90.0,-83.0,37.0
IN,India,Delhi,South Delhi,2020-04-14,-88.0,-71.0,-81.0,-90.0,-85.0,36.0
IN,India,Delhi,South Delhi,2020-04-15,-88.0,-68.0,-83.0,-89.0,-83.0,36.0
IN,India,Delhi,South Delhi,2020-04-16,-92.0,-67.0,-98.0,-89.0,-83.0,37.0
IN,India,Delhi,South Delhi,2020-04-17,-92.0,-68.0,-98.0,-89.0,-83.0,39.0
IN,India,Delhi,South Delhi,2020-04-18,-93.0,-68.0,-98.0,-88.0,-79.0,33.0
IN,India,Delhi,South Delhi,2020-04-19,-93.0,-70.0,-98.0,-86.0,-69.0,24.0
IN,India,Delhi,South Delhi,2020-04-20,-92.0,-66.0,-98.0,-89.0,-82.0,37.0
IN,India,Delhi,South Delhi,2020-04-21,-92.0,-67.0,-98.0,-89.0,-82.0,37.0
IN,India,Delhi,South Delhi,2020-04-22,-92.0,-66.0,-98.0,-89.0,-83.0,37.0
IN,India,Delhi,South Delhi,2020-04-23,-92.0,-67.0,-98.0,-89.0,-83.0,39.0
IN,India,Delhi,South Delhi,2020-04-24,-92.0,-66.0,-98.0,-89.0,-83.0,39.0
IN,India,Delhi,South Delhi,2020-04-25,-93.0,-68.0,-98.0,-88.0,-79.0,34.0
IN,India,Delhi,South Delhi,2020-04-26,-93.0,-70.0,-98.0,-87.0,-69.0,25.0
IN,India,Delhi,South Delhi,2020-04-27,-92.0,-65.0,-98.0,-89.0,-82.0,38.0
IN,India,Delhi,South Delhi,2020-04-28,-92.0,-66.0,-98.0,-89.0,-82.0,37.0
IN,India,Delhi,South Delhi,2020-04-29,-92.0,-65.0,-98.0,-89.0,-82.0,37.0
IN,India,Delhi,South Delhi,2020-04-30,-91.0,-64.0,-97.0,-89.0,-82.0,38.0
IN,India,Delhi,South Delhi,2020-05-01,-91.0,-62.0,-97.0,-88.0,-82.0,38.0
IN,India,Delhi,South Delhi,2020-05-02,-91.0,-62.0,-97.0,-86.0,-77.0,33.0
IN,India,Delhi,South Delhi,2020-05-03,-91.0,-63.0,-97.0,-85.0,-68.0,24.0
IN,India,Delhi,South Delhi,2020-05-04,-87.0,-51.0,-96.0,-85.0,-77.0,35.0
IN,India,Delhi,South Delhi,2020-05-05,-87.0,-53.0,-96.0,-85.0,-76.0,34.0
IN,India,Delhi,South Delhi,2020-05-06,-87.0,-50.0,-96.0,-84.0,-75.0,34.0
IN,India,Delhi,South Delhi,2020-05-07,-86.0,-52.0,-95.0,-86.0,-78.0,36.0
IN,India,Delhi,South Delhi,2020-05-08,-86.0,-50.0,-95.0,-84.0,-74.0,35.0
IN,India,Delhi,South Delhi,2020-05-09,-87.0,-53.0,-96.0,-83.0,-70.0,30.0
IN,India,Delhi,South Delhi,2020-05-10,-86.0,-52.0,-96.0,-80.0,-60.0,22.0
IN,India,Delhi,South Delhi,2020-05-11,-85.0,-49.0,-95.0,-84.0,-71.0,33.0
IN,India,Delhi,South Delhi,2020-05-12,-85.0,-50.0,-95.0,-83.0,-72.0,32.0
IN,India,Delhi,South Delhi,2020-05-13,-84.0,-47.0,-94.0,-83.0,-72.0,33.0
IN,India,Delhi,South Delhi,2020-05-14,-84.0,-50.0,-94.0,-84.0,-72.0,34.0
IN,India,Delhi,South Delhi,2020-05-15,-83.0,-46.0,-94.0,-83.0,-70.0,34.0
IN,India,Delhi,South Delhi,2020-05-16,-84.0,-48.0,-95.0,-81.0,-64.0,29.0
IN,India,Delhi,South Delhi,2020-05-17,-84.0,-48.0,-95.0,-78.0,-55.0,21.0
IN,India,Delhi,South Delhi,2020-05-18,-81.0,-42.0,-93.0,-81.0,-66.0,31.0
IN,India,Delhi,South Delhi,2020-05-19,-79.0,-39.0,-93.0,-78.0,-64.0,29.0
IN,India,Delhi,South Delhi,2020-05-20,-77.0,-33.0,-92.0,-78.0,-63.0,28.0
IN,India,Delhi,South Delhi,2020-05-21,-77.0,-34.0,-92.0,-78.0,-63.0,29.0
IN,India,Delhi,South Delhi,2020-05-22,-77.0,-33.0,-91.0,-78.0,-61.0,29.0
IN,India,Delhi,South Delhi,2020-05-23,-79.0,-35.0,-92.0,-76.0,-55.0,25.0
IN,India,Delhi,South Delhi,2020-05-24,-78.0,-32.0,-92.0,-74.0,-46.0,18.0
IN,India,Delhi,South Delhi,2020-05-25,-78.0,-39.0,-91.0,-81.0,-70.0,30.0
IN,India,Delhi,South Delhi,2020-05-26,-75.0,-33.0,-90.0,-77.0,-59.0,26.0
IN,India,Delhi,South Delhi,2020-05-27,-76.0,-33.0,-90.0,-77.0,-59.0,26.0
IN,India,Delhi,South Delhi,2020-05-28,-75.0,-32.0,-90.0,-77.0,-59.0,27.0
IN,India,Delhi,South Delhi,2020-05-29,-76.0,-37.0,-91.0,-77.0,-58.0,28.0
IN,India,Delhi,South Delhi,2020-05-30,-75.0,-29.0,-91.0,-74.0,-48.0,23.0
IN,India,Delhi,South Delhi,2020-05-31,-78.0,-39.0,-92.0,-73.0,-40.0,18.0
IN,India,Delhi,South Delhi,2020-06-01,-70.0,-26.0,-89.0,-74.0,-53.0,24.0
IN,India,Delhi,South Delhi,2020-06-02,-71.0,-26.0,-89.0,-74.0,-54.0,24.0
IN,India,Delhi,South Delhi,2020-06-03,-71.0,-24.0,-89.0,-74.0,-54.0,24.0
IN,India,Delhi,South Delhi,2020-06-04,-71.0,-25.0,-89.0,-74.0,-54.0,25.0
IN,India,Delhi,South Delhi,2020-06-05,-69.0,-25.0,-88.0,-74.0,-53.0,25.0
IN,India,Delhi,South Delhi,2020-06-06,-70.0,-23.0,-89.0,-71.0,-44.0,21.0
IN,India,Delhi,South Delhi,2020-06-07,-71.0,-27.0,-90.0,-70.0,-36.0,16.0
IN,India,Delhi,South Delhi,2020-06-08,-64.0,-22.0,-87.0,-73.0,-50.0,23.0
IN,India,Delhi,South Delhi,2020-06-09,-65.0,-26.0,-87.0,-74.0,-52.0,23.0
IN,India,Delhi,South Delhi,2020-06-10,-64.0,-21.0,-87.0,-74.0,-52.0,23.0
IN,India,Delhi,South Delhi,2020-06-11,-64.0,-18.0,-86.0,-73.0,-53.0,24.0
IN,India,Delhi,South Delhi,2020-06-12,-65.0,-18.0,-86.0,-73.0,-52.0,24.0
IN,India,Delhi,South Delhi,2020-06-13,-67.0,-20.0,-87.0,-71.0,-45.0,20.0
IN,India,Delhi,South Delhi,2020-06-14,-68.0,-25.0,-88.0,-71.0,-32.0,15.0
IN,India,Delhi,South Delhi,2020-06-15,-65.0,-22.0,-86.0,-75.0,-52.0,23.0
IN,India,Delhi,South Delhi,2020-06-16,-66.0,-26.0,-86.0,-74.0,-54.0,23.0
IN,India,Delhi,South Delhi,2020-06-17,-66.0,-24.0,-85.0,-75.0,-53.0,23.0
IN,India,Delhi,South Delhi,2020-06-18,-66.0,-25.0,-85.0,-75.0,-54.0,24.0
IN,India,Delhi,South Delhi,2020-06-19,-66.0,-24.0,-85.0,-74.0,-53.0,23.0
IN,India,Delhi,South Delhi,2020-06-20,-68.0,-24.0,-86.0,-71.0,-43.0,19.0
IN,India,Delhi,South Delhi,2020-06-21,-71.0,-37.0,-88.0,-74.0,-36.0,17.0
IN,India,Delhi,South Delhi,2020-06-22,-63.0,-20.0,-86.0,-73.0,-53.0,22.0
IN,India,Delhi,South Delhi,2020-06-23,-65.0,-24.0,-84.0,-73.0,-54.0,22.0
IN,India,Delhi,South Delhi,2020-06-24,-64.0,-23.0,-84.0,-73.0,-52.0,22.0
IN,India,Delhi,South Delhi,2020-06-25,-64.0,-23.0,-84.0,-73.0,-52.0,23.0
IN,India,Delhi,South Delhi,2020-06-26,-65.0,-24.0,-84.0,-72.0,-51.0,22.0
IN,India,Delhi,South Delhi,2020-06-27,-67.0,-25.0,-86.0,-72.0,-43.0,19.0
IN,India,Delhi,South Delhi,2020-06-28,-67.0,-26.0,-87.0,-70.0,-28.0,14.0
IN,India,Delhi,South Delhi,2020-06-29,-65.0,-23.0,-84.0,-71.0,-50.0,21.0
IN,India,Delhi,South Delhi,2020-06-30,-64.0,-27.0,-76.0,-73.0,-52.0,21.0
IN,India,Delhi,South Delhi,2020-07-01,-63.0,-23.0,-77.0,-73.0,-51.0,20.0
IN,India,Delhi,South Delhi,2020-07-02,-64.0,-25.0,-77.0,-73.0,-51.0,22.0
IN,India,Delhi,South Delhi,2020-07-03,-63.0,-22.0,-76.0,-72.0,-50.0,22.0
IN,India,Delhi,South Delhi,2020-07-04,-64.0,-23.0,-78.0,-70.0,-40.0,18.0
IN,India,Delhi,South Delhi,2020-07-05,-64.0,-24.0,-80.0,-69.0,-28.0,13.0
IN,India,Delhi,South Delhi,2020-07-06,-62.0,-23.0,-75.0,-73.0,-49.0,20.0
IN,India,Delhi,South Delhi,2020-07-07,-61.0,-22.0,-74.0,-72.0,-51.0,20.0
IN,India,Delhi,South Delhi,2020-07-08,-61.0,-23.0,-75.0,-72.0,-49.0,20.0
IN,India,Delhi,South Delhi,2020-07-09,-62.0,-21.0,-75.0,-71.0,-50.0,21.0
IN,India,Delhi,South Delhi,2020-07-10,-62.0,-20.0,-74.0,-71.0,-48.0,20.0
IN,India,Delhi,South Delhi,2020-07-11,-63.0,-22.0,-76.0,-69.0,-42.0,18.0
IN,India,Delhi,South Delhi,2020-07-12,-62.0,-22.0,-79.0,-66.0,-28.0,13.0
IN,India,Delhi,South Delhi,2020-07-13,-60.0,-21.0,-74.0,-72.0,-48.0,20.0
IN,India,Delhi,South Delhi,2020-07-14,-61.0,-24.0,-73.0,-71.0,-50.0,19.0
IN,India,Delhi,South Delhi,2020-07-15,-59.0,-18.0,-70.0,-71.0,-48.0,19.0
IN,India,Delhi,South Delhi,2020-07-16,-59.0,-19.0,-71.0,-70.0,-48.0,20.0
IN,India,Delhi,South Delhi,2020-07-17,-60.0,-17.0,-70.0,-69.0,-47.0,20.0
IN,India,Delhi,South Delhi,2020-07-18,-61.0,-17.0,-71.0,-67.0,-37.0,17.0
IN,India,Delhi,South Delhi,2020-07-19,-61.0,-21.0,-77.0,-67.0,-28.0,13.0
IN,India,Delhi,South Delhi,2020-07-20,-57.0,-16.0,-70.0,-70.0,-46.0,18.0
IN,India,Delhi,South Delhi,2020-07-21,-61.0,-23.0,-71.0,-70.0,-48.0,19.0
IN,India,Delhi,South Delhi,2020-07-22,-60.0,-22.0,-71.0,-70.0,-48.0,20.0
IN,India,Delhi,South Delhi,2020-07-23,-58.0,-15.0,-70.0,-69.0,-48.0,20.0
IN,India,Delhi,South Delhi,2020-07-24,-59.0,-17.0,-70.0,-69.0,-46.0,20.0
IN,India,Delhi,South Delhi,2020-07-25,-60.0,-16.0,-71.0,-66.0,-39.0,17.0
IN,India,Delhi,South Delhi,2020-07-26,-57.0,-15.0,-74.0,-64.0,-26.0,12.0
IN,India,Delhi,South Delhi,2020-07-27,-57.0,-16.0,-70.0,-69.0,-46.0,18.0
IN,India,Delhi,South Delhi,2020-07-28,-56.0,-17.0,-68.0,-68.0,-48.0,18.0
IN,India,Delhi,South Delhi,2020-07-29,-58.0,-18.0,-69.0,-69.0,-48.0,18.0
IN,India,Delhi,South Delhi,2020-07-30,-52.0,-10.0,-64.0,-68.0,-48.0,18.0
IN,India,Delhi,South Delhi,2020-07-31,-52.0,-8.0,-65.0,-67.0,-47.0,18.0
IN,India,Delhi,South Delhi,2020-08-01,-57.0,-19.0,-69.0,-67.0,-46.0,18.0
IN,India,Delhi,South Delhi,2020-08-02,-46.0,0.0,-69.0,-61.0,-26.0,10.0
IN,India,Delhi,South Delhi,2020-08-03,-55.0,-17.0,-65.0,-73.0,-65.0,18.0
IN,India,Delhi,South Delhi,2020-08-04,-54.0,-19.0,-65.0,-69.0,-49.0,15.0
IN,India,Delhi,South Delhi,2020-08-05,-54.0,-19.0,-65.0,-69.0,-48.0,16.0
IN,India,Delhi,South Delhi,2020-08-06,-52.0,-16.0,-65.0,-68.0,-48.0,17.0
IN,India,Delhi,South Delhi,2020-08-07,-52.0,-15.0,-63.0,-67.0,-46.0,17.0
IN,India,Delhi,South Delhi,2020-08-08,-53.0,-16.0,-66.0,-65.0,-40.0,15.0
IN,India,Delhi,South Delhi,2020-08-09,-52.0,-16.0,-70.0,-62.0,-28.0,10.0
IN,India,Delhi,South Delhi,2020-08-10,-48.0,-11.0,-63.0,-67.0,-46.0,16.0
IN,India,Delhi,South Delhi,2020-08-11,-50.0,-16.0,-63.0,-67.0,-49.0,17.0
IN,India,Delhi,South Delhi,2020-08-12,-52.0,-19.0,-65.0,-69.0,-56.0,20.0
IN,India,Delhi,South Delhi,2020-08-13,-54.0,-26.0,-71.0,-71.0,-52.0,21.0
IN,India,Delhi,South Delhi,2020-08-14,-44.0,-7.0,-63.0,-63.0,-45.0,16.0
IN,India,Delhi,South Delhi,2020-08-15,-62.0,-36.0,-72.0,-74.0,-68.0,23.0
IN,India,Delhi,South Delhi,2020-08-16,-47.0,-14.0,-70.0,-60.0,-27.0,9.0
IN,India,Delhi,South Delhi,2020-08-17,-50.0,-17.0,-64.0,-65.0,-45.0,15.0
IN,India,Delhi,South Delhi,2020-08-18,-47.0,-15.0,-63.0,-64.0,-46.0,15.0
IN,India,Delhi,South Delhi,2020-08-19,-56.0,-29.0,-71.0,-69.0,-52.0,20.0
IN,India,Delhi,South Delhi,2020-08-20,-51.0,-20.0,-70.0,-68.0,-51.0,20.0
IN,India,Delhi,South Delhi,2020-08-21,-46.0,-8.0,-62.0,-61.0,-44.0,16.0
IN,India,Delhi,South Delhi,2020-08-22,-47.0,-11.0,-63.0,-59.0,-39.0,14.0
IN,India,Delhi,South Delhi,2020-08-23,-45.0,-12.0,-65.0,-56.0,-28.0,9.0
IN,India,Delhi,South Delhi,2020-08-24,-46.0,-12.0,-60.0,-63.0,-44.0,15.0
IN,India,Delhi,South Delhi,2020-08-25,-46.0,-15.0,-59.0,-62.0,-46.0,15.0
IN,India,Delhi,South Delhi,2020-08-26,-47.0,-12.0,-60.0,-63.0,-44.0,14.0
IN,India,Delhi,South Delhi,2020-08-27,-48.0,-14.0,-59.0,-63.0,-45.0,16.0
IN,India,Delhi,South Delhi,2020-08-28,-50.0,-18.0,-62.0,-62.0,-44.0,16.0
IN,India,Delhi,South Delhi,2020-08-29,-47.0,-11.0,-61.0,-59.0,-35.0,12.0
IN,India,Delhi,South Delhi,2020-08-30,-47.0,-13.0,-62.0,-57.0,-28.0,9.0
IN,India,Delhi,South Delhi,2020-08-31,-44.0,-9.0,-57.0,-63.0,-44.0,13.0
IN,India,Delhi,South Delhi,2020-09-01,-45.0,-12.0,-56.0,-60.0,-46.0,14.0
IN,India,Delhi,South Delhi,2020-09-02,-47.0,-12.0,-57.0,-62.0,-45.0,14.0
IN,India,Delhi,South Delhi,2020-09-03,-46.0,-13.0,-55.0,-62.0,-45.0,15.0
IN,India,Delhi,South Delhi,2020-09-04,-46.0,-11.0,-55.0,-60.0,-44.0,15.0
IN,India,Delhi,South Delhi,2020-09-05,-50.0,-20.0,-61.0,-58.0,-35.0,12.0
IN,India,Delhi,South Delhi,2020-09-06,-44.0,-8.0,-58.0,-53.0,-29.0,8.0
IN,India,Delhi,South Delhi,2020-09-07,-44.0,-11.0,-55.0,-59.0,-45.0,14.0
IN,India,Delhi,South Delhi,2020-09-08,-44.0,-13.0,-53.0,-58.0,-46.0,14.0
IN,India,Delhi,South Delhi,2020-09-09,-46.0,-12.0,-54.0,-58.0,-44.0,13.0
IN,India,Delhi,South Delhi,2020-09-10,-44.0,-10.0,-54.0,-57.0,-45.0,14.0
IN,India,Delhi,South Delhi,2020-09-11,-44.0,-14.0,-53.0,-56.0,-44.0,15.0
IN,India,Delhi,South Delhi,2020-09-12,-44.0,-15.0,-56.0,-52.0,-38.0,13.0
IN,India,Delhi,South Delhi,2020-09-13,-43.0,-14.0,-57.0,-49.0,-28.0,8.0
IN,India,Delhi,South Delhi,2020-09-14,-44.0,-14.0,-52.0,-56.0,-41.0,14.0
IN,India,Delhi,South Delhi,2020-09-15,-43.0,-17.0,-52.0,-54.0,-43.0,14.0
